T	H1	V1	E1	Q1	H2	V2	E2	Q2	H3	V3	E3	Q3
95.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
100.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
105.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
110.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08
115.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	1.04	0.00	1008.54
120.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.85	11.67	0.00	2493.47
125.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.07	13.26	0.00	2161.81
130.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.01	10.81	0.00	1908.51
135.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.92	8.31	0.00	1686.71
140.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.73	6.41	0.00	1407.68
145.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.64	5.25	0.00	1118.93
150.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.65	4.96	0.00	932.58
155.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.77	5.60	0.00	875.51
160.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.99	5.99	0.00	898.56
165.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.29	5.28	0.00	954.16
170.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.55	4.49	0.00	1003.13
175.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.71	3.77	0.00	993.86
180.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.77	3.13	0.00	903.16
185.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.78	2.61	0.00	773.18
190.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.79	2.18	0.00	641.03
195.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.84	1.85	0.00	522.64
200.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.94	1.57	0.00	414.17
205.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.11	1.33	0.00	305.13
210.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.31	1.19	0.00	210.00
215.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.51	1.15	0.00	153.33
220.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.67	1.13	0.00	149.36
225.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.80	1.10	0.00	184.78
230.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.89	1.08	0.00	236.64
235.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.96	1.12	0.00	282.06
240.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.02	1.19	0.00	309.27
245.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.06	1.26	0.00	314.66
250.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.07	1.34	0.00	303.85
255.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.10	1.40	0.00	284.75
260.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.11	1.42	0.00	268.91
265.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.12	1.39	0.00	264.54
270.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.11	1.35	0.00	274.94
275.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.11	1.33	0.00	297.45
280.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.13	1.31	0.00	325.88
285.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.14	1.27	0.00	350.62
290.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.15	1.27	0.00	365.38
295.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.18	1.28	0.00	368.82
300.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.18	1.26	0.00	363.08
