T	H1	V1	E1	Q1	H2	V2	E2	Q2	H3	V3	E3	Q3
95.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
100.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
105.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.47
110.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1193.95
115.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	4.61	0.00	1957.63
120.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.07	12.69	0.00	3203.53
125.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.79	10.72	0.00	4534.22
130.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.70	6.94	0.00	3620.73
135.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.72	5.20	0.00	2911.12
140.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.73	4.25	0.00	2313.67
145.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.86	4.61	0.00	1921.05
150.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.15	7.82	0.00	1713.65
155.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.29	10.12	0.00	1563.09
160.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.36	10.26	0.00	1437.09
165.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.48	9.32	0.00	1358.93
170.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.58	8.43	0.00	1314.78
175.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.63	7.63	0.00	1289.24
180.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.72	6.20	0.00	1240.26
185.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.93	4.67	0.00	1086.05
190.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.19	3.35	0.00	847.99
195.0	0.00	1.70	0.00	0.17	0.00	0.00	0.00	0.00	2.44	2.40	0.00	643.88
200.1	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	2.67	1.82	0.00	520.17
205.1	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	2.90	1.49	0.00	479.32
210.1	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	3.13	1.25	0.00	456.17
215.1	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	3.19	1.02	0.00	457.47
220.1	0.01	0.00	0.00	-0.01	0.00	0.00	0.00	0.00	3.52	0.98	0.00	436.67
225.0	0.01	0.00	0.00	-0.01	0.00	0.00	0.00	0.00	3.52	0.87	0.00	410.54
230.0	0.01	0.00	0.00	0.02	0.00	0.00	0.00	0.00	3.78	0.98	0.00	374.54
235.0	0.01	0.01	0.00	0.03	0.00	0.00	0.00	0.00	3.77	0.97	0.00	314.57
240.1	0.01	0.00	0.00	0.05	0.00	0.00	0.00	0.00	3.92	1.05	0.00	254.79
245.1	0.01	0.01	0.00	0.07	0.00	0.00	0.00	0.00	3.96	1.01	0.00	207.45
250.1	0.01	0.01	0.00	0.06	0.00	0.00	0.00	0.00	3.94	1.00	0.00	191.39
255.0	0.01	0.00	0.00	0.07	0.00	0.00	0.00	0.00	3.93	1.00	0.00	208.79
260.0	0.01	0.02	0.00	0.09	0.00	0.00	0.00	0.00	3.94	0.99	0.00	255.22
265.0	0.01	0.01	0.00	0.16	0.00	0.00	0.00	0.00	3.93	0.91	0.00	317.37
270.1	0.01	0.01	0.00	0.27	0.00	0.00	0.00	0.00	3.93	0.88	0.00	364.58
275.1	0.01	0.00	0.00	0.40	0.00	0.00	0.00	0.00	3.92	0.89	0.00	399.04
280.1	0.01	0.00	0.00	0.52	0.00	0.00	0.00	0.00	3.92	0.95	0.00	416.23
285.0	0.01	0.01	0.00	0.65	0.00	0.00	0.00	0.00	3.92	0.99	0.00	424.39
290.1	0.01	0.00	0.00	0.78	0.00	0.00	0.00	0.00	3.91	1.01	0.00	419.92
295.1	0.01	0.00	0.00	0.85	0.00	0.00	0.00	0.00	3.90	1.04	0.00	398.96
300.1	0.01	0.00	0.00	0.86	0.00	0.00	0.00	0.00	3.89	1.04	0.00	382.52
