T	H1	V1	E1	Q1	H2	V2	E2	Q2	H3	V3	E3	Q3
95.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	641.56
100.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6007.00
105.1	0.00	0.00	0.00	1.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5247.77
110.1	0.00	0.00	0.00	24.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4465.04
115.1	0.00	0.00	0.00	27.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3785.87
120.2	0.00	0.00	0.00	27.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3174.83
125.0	0.00	0.00	0.00	27.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2579.65
130.1	0.00	0.00	0.00	26.46	0.00	0.00	0.00	0.00	0.03	1.32	0.00	2201.82
135.1	0.00	0.00	0.00	22.74	0.00	0.00	0.00	0.00	0.39	6.41	0.00	2101.10
140.1	0.00	4.11	0.00	21.65	0.00	0.00	0.00	0.00	0.80	7.81	0.00	2540.49
145.0	0.01	6.96	0.00	35.45	0.00	0.00	0.00	0.00	1.56	8.48	0.00	3146.72
150.1	0.04	7.78	0.00	41.91	0.00	0.00	0.00	0.00	2.24	8.69	0.00	2869.71
155.2	0.05	7.47	0.00	36.97	0.00	0.00	0.00	0.00	2.46	8.33	0.00	2178.34
160.1	0.05	6.74	0.00	30.39	0.00	0.00	0.00	0.00	2.48	7.62	0.00	1640.34
165.1	0.05	5.71	0.00	25.33	0.00	0.00	0.00	0.00	2.44	6.59	0.00	1289.79
170.2	0.05	4.80	0.00	21.71	0.00	0.00	0.00	0.00	2.35	5.64	0.00	1062.60
175.0	0.05	4.30	0.00	18.81	0.00	0.00	0.00	0.00	2.17	5.13	0.00	900.17
180.0	0.05	3.80	0.00	15.48	0.00	0.00	0.00	0.00	1.97	4.63	0.00	735.78
185.1	0.05	2.98	0.00	11.31	0.00	0.00	0.00	0.00	1.81	3.81	0.00	553.95
190.1	0.05	2.00	0.00	7.97	0.00	0.00	0.00	0.00	1.86	2.79	0.00	417.11
195.1	0.06	1.36	0.00	6.79	0.00	0.00	0.00	0.00	2.17	2.12	0.00	384.59
200.0	0.06	1.13	0.00	6.79	0.00	0.00	0.00	0.00	2.60	1.90	0.00	407.19
205.1	0.07	1.14	0.00	7.09	0.00	0.00	0.00	0.00	2.89	1.90	0.00	441.41
210.0	0.07	1.21	0.00	7.24	0.00	0.00	0.00	0.00	2.99	1.97	0.00	460.42
215.1	0.07	1.32	0.00	7.22	0.00	0.00	0.00	0.00	2.98	2.07	0.00	457.17
220.1	0.07	1.37	0.00	7.16	0.00	0.00	0.00	0.00	2.91	2.10	0.00	430.44
225.0	0.07	1.29	0.00	6.69	0.00	0.00	0.00	0.00	2.83	2.00	0.00	389.57
230.1	0.07	1.11	0.00	5.99	0.00	0.00	0.00	0.00	2.77	1.81	0.00	342.80
235.1	0.07	0.92	0.00	5.43	0.00	0.00	0.00	0.00	2.76	1.62	0.00	302.52
240.2	0.07	0.79	0.00	4.91	0.00	0.00	0.00	0.00	2.77	1.50	0.00	276.87
245.0	0.07	0.74	0.00	4.70	0.00	0.00	0.00	0.00	2.79	1.46	0.00	266.09
250.1	0.07	0.74	0.00	4.69	0.00	0.00	0.00	0.00	2.80	1.46	0.00	264.16
255.1	0.07	0.76	0.00	4.78	0.00	0.00	0.00	0.00	2.79	1.49	0.00	265.37
260.0	0.07	0.78	0.00	4.87	0.00	0.00	0.00	0.00	2.78	1.50	0.00	265.49
265.1	0.07	0.78	0.00	4.88	0.00	0.00	0.00	0.00	2.76	1.50	0.00	262.71
270.1	0.07	0.77	0.00	4.83	0.00	0.00	0.00	0.00	2.75	1.48	0.00	258.22
275.1	0.07	0.75	0.00	4.79	0.00	0.00	0.00	0.00	2.74	1.46	0.00	254.23
280.0	0.07	0.74	0.00	4.75	0.00	0.00	0.00	0.00	2.74	1.45	0.00	251.82
285.0	0.07	0.74	0.00	4.75	0.00	0.00	0.00	0.00	2.74	1.45	0.00	251.14
290.0	0.07	0.74	0.00	4.79	0.00	0.00	0.00	0.00	2.74	1.46	0.00	252.06
295.1	0.07	0.76	0.00	4.85	0.00	0.00	0.00	0.00	2.73	1.46	0.00	253.21
300.1	0.07	0.76	0.00	4.87	0.00	0.00	0.00	0.00	2.73	1.47	0.00	253.15
