T	H1	V1	E1	Q1	H2	V2	E2	Q2	H3	V3	E3	Q3
95.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
100.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
105.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
110.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
115.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
120.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.28	0.00	24.33
125.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16	5.49	0.00	530.30
130.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.69	7.82	0.00	1164.36
135.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.94	8.61	0.00	1696.67
140.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.07	7.96	0.00	2001.97
145.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.02	6.94	0.00	1786.55
150.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.01	6.70	0.00	1512.35
155.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.08	7.04	0.00	1359.38
160.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.04	7.75	0.00	1245.08
165.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.01	7.69	0.00	1094.13
170.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.06	7.04	0.00	1000.01
175.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.15	5.87	0.00	910.95
180.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.25	4.48	0.00	819.57
185.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.40	3.29	0.00	744.45
190.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.56	2.56	0.00	679.90
195.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.68	2.17	0.00	622.62
200.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.77	1.97	0.00	571.79
205.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.85	1.87	0.00	538.34
210.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.94	1.77	0.00	511.74
215.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.03	1.64	0.00	481.58
220.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.15	1.47	0.00	438.59
225.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.28	1.30	0.00	377.15
230.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.41	1.23	0.00	301.35
235.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.53	1.26	0.00	224.95
240.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.64	1.33	0.00	164.55
245.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.71	1.37	0.00	127.06
250.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.76	1.37	0.00	117.92
255.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.81	1.33	0.00	135.84
260.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.88	1.26	0.00	172.43
265.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.94	1.20	0.00	217.62
270.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.99	1.18	0.00	257.66
275.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.03	1.22	0.00	288.61
280.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.06	1.27	0.00	305.30
285.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.07	1.31	0.00	308.80
290.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.08	1.32	0.00	303.22
295.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.07	1.31	0.00	292.41
300.1	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	3.05	1.31	0.00	282.28
